,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
7450,47.0,4,123207.0,11,9.0,2,1,5,4,0,0.0,0.0,20.0,39,0
7451,17.0,4,110798.0,1,7.0,4,12,3,4,0,0.0,0.0,20.0,39,1
7452,53.0,4,238481.0,8,11.0,2,4,0,4,1,0.0,1485.0,40.0,39,1
7453,31.0,4,185528.0,15,10.0,0,12,3,4,0,0.0,0.0,35.0,39,1
7454,34.0,4,181311.0,1,7.0,2,7,0,4,1,0.0,0.0,40.0,39,1
7455,23.0,4,528616.0,4,3.0,2,8,0,4,1,0.0,0.0,40.0,26,1
7456,39.0,4,272950.0,9,13.0,2,3,0,4,1,0.0,0.0,45.0,39,0
7457,22.0,0,195532.0,11,9.0,4,0,3,4,0,0.0,0.0,40.0,39,1
7458,21.0,4,197583.0,15,10.0,4,1,3,4,0,0.0,0.0,20.0,39,1
7459,40.0,4,48612.0,11,9.0,4,1,4,2,0,0.0,0.0,35.0,39,1
7460,54.0,2,31533.0,12,14.0,2,1,0,4,1,7298.0,0.0,40.0,39,0
7461,32.0,1,148138.0,9,13.0,2,10,0,1,1,0.0,2002.0,40.0,20,1
7462,29.0,2,30069.0,11,9.0,2,8,5,4,0,2635.0,0.0,40.0,39,1
7463,68.0,0,170182.0,15,10.0,4,0,4,2,0,0.0,0.0,40.0,39,1
7464,27.0,2,230885.0,9,13.0,2,11,0,4,1,0.0,0.0,45.0,39,0
7465,54.0,4,174102.0,15,10.0,4,4,1,4,1,0.0,0.0,40.0,39,0
7466,23.0,4,352606.0,11,9.0,0,9,4,4,0,0.0,0.0,40.0,39,1
7467,38.0,4,241153.0,12,14.0,2,4,0,4,1,0.0,0.0,48.0,39,0
7468,54.0,4,155433.0,11,9.0,2,8,5,4,0,0.0,0.0,35.0,39,1
7469,21.0,4,109414.0,15,10.0,4,10,3,1,1,0.0,1974.0,40.0,39,1
7470,40.0,4,125461.0,8,11.0,4,10,1,4,1,0.0,0.0,42.0,39,1
7471,19.0,4,331556.0,0,6.0,4,8,1,4,0,0.0,0.0,40.0,39,1
7472,21.0,0,138575.0,11,9.0,4,0,2,4,1,0.0,0.0,60.0,39,1
7473,35.0,4,223514.0,9,13.0,2,1,5,2,0,0.0,0.0,40.0,39,1
7474,39.0,4,115418.0,15,10.0,4,1,3,4,0,2174.0,0.0,45.0,39,1
7475,38.0,4,193026.0,11,9.0,4,8,4,4,1,0.0,1408.0,40.0,0,1
7476,41.0,4,147206.0,2,8.0,2,6,0,4,1,0.0,0.0,40.0,39,0
7477,26.0,4,174592.0,15,10.0,4,1,1,4,0,0.0,0.0,40.0,39,1
7478,35.0,4,268620.0,11,9.0,0,8,1,4,0,0.0,0.0,45.0,39,1
7479,70.0,6,150886.0,15,10.0,2,3,0,4,1,0.0,0.0,25.0,39,1
7480,45.0,4,112362.0,0,6.0,2,12,0,4,1,0.0,0.0,40.0,39,1
7481,83.0,4,195507.0,11,9.0,6,11,1,4,1,0.0,0.0,55.0,39,1
7482,59.0,4,192983.0,11,9.0,5,8,1,4,0,0.0,0.0,40.0,39,1
7483,18.0,4,120544.0,6,5.0,4,8,3,2,1,0.0,0.0,15.0,39,1
7484,31.0,4,59083.0,11,9.0,2,1,0,4,1,0.0,0.0,40.0,39,1
7485,43.0,4,208277.0,12,14.0,2,10,5,4,0,0.0,0.0,45.0,39,0
7486,24.0,2,184678.0,9,13.0,4,10,1,4,0,0.0,0.0,40.0,39,1
7487,33.0,4,278736.0,8,11.0,2,7,0,4,1,0.0,0.0,50.0,39,1
7488,48.0,2,39464.0,12,14.0,4,10,1,4,0,0.0,0.0,52.0,39,1
7489,27.0,4,162343.0,9,13.0,2,4,0,4,1,0.0,0.0,40.0,6,1
7490,41.0,4,204046.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
7491,25.0,4,255647.0,11,9.0,2,8,5,4,0,0.0,0.0,25.0,26,1
7492,53.0,4,123011.0,11,9.0,0,14,1,4,1,0.0,0.0,40.0,39,0
7493,66.0,6,291362.0,14,15.0,2,10,0,4,1,0.0,0.0,50.0,39,1
7494,31.0,4,159187.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,39,0
7495,30.0,7,126414.0,9,13.0,3,1,1,4,1,0.0,0.0,40.0,39,1
7496,22.0,4,227626.0,11,9.0,0,14,1,4,1,0.0,0.0,40.0,39,1
7497,47.0,5,173783.0,9,13.0,2,12,0,4,1,15024.0,0.0,60.0,39,0
7498,74.0,4,211075.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,39,0
7499,37.0,4,176756.0,15,10.0,2,1,0,2,1,0.0,1485.0,70.0,39,0
7500,35.0,6,31095.0,15,10.0,5,5,1,4,1,4101.0,0.0,60.0,39,1
7501,51.0,6,32372.0,9,13.0,2,4,0,4,1,0.0,1672.0,70.0,39,1
7502,40.0,4,331651.0,15,10.0,5,8,1,4,0,0.0,0.0,40.0,39,1
7503,51.0,2,146325.0,10,16.0,2,10,0,4,1,0.0,1887.0,40.0,39,0
7504,26.0,4,515025.0,0,6.0,2,6,5,4,0,0.0,0.0,40.0,39,1
7505,53.0,4,394474.0,7,12.0,4,1,4,2,0,0.0,0.0,40.0,39,1
7506,32.0,4,400535.0,11,9.0,2,3,0,4,1,3781.0,0.0,40.0,39,1
7507,29.0,6,337505.0,15,10.0,2,3,0,1,1,0.0,0.0,40.0,35,1
7508,42.0,4,211860.0,11,9.0,5,1,1,4,1,0.0,0.0,40.0,39,1
7509,22.0,4,102684.0,15,10.0,4,14,1,4,1,0.0,0.0,32.0,39,1
7510,62.0,0,225657.0,11,9.0,2,0,0,4,1,0.0,0.0,24.0,39,1
7511,33.0,4,121966.0,11,9.0,0,1,1,4,0,0.0,0.0,40.0,39,1
7512,21.0,4,396790.0,11,9.0,4,14,3,2,1,0.0,0.0,20.0,39,1
7513,46.0,2,149949.0,9,13.0,2,10,0,4,1,0.0,0.0,45.0,39,0
7514,25.0,4,252187.0,1,7.0,4,6,1,4,1,0.0,0.0,40.0,39,1
7515,29.0,4,209934.0,4,3.0,2,8,0,4,1,0.0,0.0,40.0,26,1
7516,29.0,1,229300.0,9,13.0,4,10,1,4,1,0.0,0.0,48.0,39,1
7517,33.0,4,170769.0,10,16.0,0,12,1,4,1,99999.0,0.0,60.0,39,0
7518,50.0,4,200618.0,7,12.0,0,3,1,4,1,0.0,0.0,40.0,39,1
7519,22.0,4,216984.0,11,9.0,4,1,1,0,0,0.0,0.0,40.0,39,1
7520,40.0,4,212760.0,11,9.0,0,3,1,4,1,0.0,0.0,40.0,39,1
7521,28.0,4,150309.0,11,9.0,2,7,0,0,1,0.0,0.0,45.0,39,1
7522,54.0,4,174655.0,11,9.0,2,1,0,4,1,0.0,0.0,40.0,39,1
7523,29.0,4,109621.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
7524,49.0,4,225124.0,11,9.0,6,7,4,2,0,0.0,0.0,40.0,39,1
7525,46.0,4,172695.0,1,7.0,6,8,1,4,0,0.0,0.0,27.0,8,1
7526,71.0,6,238479.0,0,6.0,2,3,0,4,1,0.0,0.0,8.0,39,1
7527,27.0,4,37754.0,15,10.0,2,5,0,4,1,0.0,0.0,80.0,39,1
7528,56.0,4,85018.0,11,9.0,4,1,1,4,0,0.0,0.0,40.0,39,1
7529,64.0,4,256466.0,11,9.0,2,13,0,1,1,0.0,0.0,60.0,30,0
7530,23.0,4,169188.0,15,10.0,2,4,5,4,0,0.0,0.0,25.0,39,1
7531,36.0,4,210945.0,9,13.0,2,10,0,4,1,0.0,0.0,40.0,39,0
7532,39.0,2,287031.0,12,14.0,2,10,0,4,1,0.0,0.0,45.0,39,0
7533,26.0,4,224361.0,11,9.0,4,4,1,4,1,0.0,0.0,40.0,39,1
7534,31.0,1,108464.0,7,12.0,2,13,0,4,1,0.0,0.0,40.0,39,1
7535,36.0,4,75826.0,9,13.0,0,1,4,4,0,0.0,0.0,40.0,39,1
7536,43.0,4,120277.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,0
7537,25.0,4,104439.0,15,10.0,4,1,1,4,0,0.0,0.0,50.0,39,1
7538,27.0,4,56870.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,39,1
7539,24.0,4,200819.0,2,8.0,4,12,1,4,1,0.0,0.0,40.0,39,1
7540,50.0,6,170562.0,7,12.0,2,11,0,4,1,0.0,0.0,20.0,39,1
7541,30.0,4,80933.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,39,1
7542,24.0,4,33088.0,1,7.0,4,6,1,4,1,0.0,0.0,40.0,39,1
7543,41.0,2,112763.0,12,14.0,0,10,4,4,0,7430.0,0.0,36.0,39,0
7544,29.0,4,177651.0,15,10.0,4,4,1,4,1,0.0,0.0,45.0,39,1
7545,31.0,4,261943.0,15,10.0,2,4,0,4,1,0.0,0.0,40.0,39,1
7546,54.0,4,169785.0,15,10.0,0,4,1,4,0,0.0,0.0,40.0,22,1
7547,20.0,4,141481.0,1,7.0,2,12,2,4,0,0.0,0.0,50.0,39,1
7548,37.0,4,433491.0,11,9.0,4,8,3,4,1,0.0,0.0,40.0,39,1
7549,28.0,2,86615.0,11,9.0,4,8,3,2,1,0.0,0.0,30.0,39,1
7550,39.0,4,125550.0,11,9.0,2,1,5,4,0,0.0,0.0,40.0,39,0
7551,46.0,7,421223.0,15,10.0,4,4,1,4,0,0.0,0.0,40.0,39,1
7552,35.0,4,26999.0,9,13.0,5,4,4,4,0,0.0,0.0,42.0,39,1
7553,36.0,6,241998.0,15,10.0,2,12,0,4,1,99999.0,0.0,20.0,39,0
7554,34.0,0,133861.0,11,9.0,2,0,0,4,1,0.0,0.0,25.0,39,1
7555,44.0,4,115323.0,12,14.0,2,4,0,4,1,0.0,0.0,40.0,39,0
7556,34.0,5,23778.0,9,13.0,0,4,1,4,1,0.0,0.0,50.0,39,1
7557,28.0,6,190836.0,11,9.0,2,12,0,4,1,0.0,0.0,50.0,39,0
7558,38.0,5,159179.0,14,15.0,2,10,0,4,1,0.0,0.0,45.0,39,0
7559,64.0,0,205479.0,9,13.0,2,0,0,4,1,0.0,0.0,50.0,39,0
7560,19.0,0,47713.0,15,10.0,4,0,3,4,0,0.0,0.0,40.0,39,1
7561,35.0,4,163237.0,9,13.0,2,12,0,4,1,0.0,0.0,52.0,39,0
7562,61.0,4,202202.0,11,9.0,4,1,1,4,0,0.0,0.0,40.0,39,1
7563,45.0,4,168837.0,15,10.0,0,12,4,4,0,0.0,0.0,40.0,39,1
7564,36.0,4,112271.0,11,9.0,2,14,0,4,1,0.0,0.0,40.0,39,1
7565,34.0,4,52537.0,11,9.0,4,14,4,2,1,0.0,0.0,30.0,39,1
7566,27.0,4,38353.0,8,11.0,2,12,0,4,1,0.0,0.0,60.0,39,1
7567,22.0,4,141698.0,0,6.0,4,3,4,4,1,0.0,0.0,40.0,39,1
7568,26.0,4,28856.0,9,13.0,4,13,1,4,0,0.0,0.0,40.0,39,1
7569,19.0,4,175652.0,1,7.0,4,8,2,4,0,0.0,0.0,15.0,39,1
7570,36.0,4,213008.0,11,9.0,0,5,1,4,1,0.0,0.0,40.0,39,1
7571,51.0,4,196501.0,9,13.0,0,4,1,4,1,14084.0,0.0,50.0,39,0
7572,63.0,4,118798.0,11,9.0,2,3,0,4,1,99999.0,0.0,40.0,39,0
7573,51.0,4,92463.0,11,9.0,2,1,0,4,1,0.0,0.0,40.0,39,1
7574,20.0,7,125165.0,15,10.0,4,1,3,4,0,0.0,0.0,25.0,39,1
7575,42.0,6,103980.0,8,11.0,2,10,0,4,1,0.0,0.0,50.0,39,1
7576,40.0,0,180362.0,9,13.0,4,0,3,4,0,0.0,0.0,40.0,39,1
7577,25.0,4,53903.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,39,1
7578,40.0,4,179735.0,8,11.0,0,1,4,4,0,0.0,0.0,50.0,39,1
7579,41.0,0,277390.0,9,13.0,2,0,5,4,0,0.0,0.0,30.0,39,0
7580,49.0,4,122177.0,11,9.0,4,6,3,4,1,0.0,0.0,80.0,39,1
7581,46.0,4,188161.0,11,9.0,5,7,3,2,0,0.0,0.0,40.0,39,1
7582,32.0,6,170108.0,11,9.0,5,12,1,4,1,0.0,0.0,50.0,39,1
7583,28.0,4,175262.0,15,10.0,2,6,0,2,1,0.0,0.0,40.0,26,1
7584,19.0,0,204441.0,11,9.0,4,0,2,2,1,0.0,0.0,20.0,39,1
7585,19.0,4,164395.0,11,9.0,4,1,3,4,0,0.0,0.0,25.0,39,1
7586,18.0,4,115630.0,1,7.0,4,1,3,2,1,0.0,0.0,20.0,39,1
7587,39.0,4,178815.0,11,9.0,4,12,1,4,1,0.0,0.0,55.0,39,1
7588,60.0,6,168223.0,9,13.0,0,10,1,4,0,0.0,0.0,30.0,39,1
7589,46.0,2,202560.0,9,13.0,0,10,1,4,0,0.0,1408.0,40.0,39,1
7590,38.0,4,100295.0,5,4.0,2,7,5,4,0,0.0,0.0,50.0,2,0
7591,36.0,4,172256.0,11,9.0,2,7,0,4,1,0.0,0.0,44.0,39,0
7592,45.0,4,51664.0,15,10.0,2,12,0,4,1,0.0,0.0,40.0,39,1
7593,60.0,7,358893.0,9,13.0,0,10,1,4,0,0.0,2339.0,40.0,39,1
7594,30.0,4,115963.0,1,7.0,2,3,0,4,1,0.0,0.0,40.0,39,1
7595,22.0,4,333910.0,15,10.0,4,13,1,4,0,0.0,0.0,43.0,39,1
7596,23.0,4,148948.0,15,10.0,4,4,1,4,1,0.0,0.0,45.0,39,1
7597,48.0,7,130561.0,15,10.0,4,10,1,2,0,0.0,0.0,24.0,39,1
7598,46.0,4,428350.0,11,9.0,2,8,3,4,0,0.0,0.0,15.0,39,1
7599,43.0,4,188808.0,12,14.0,2,4,0,4,1,0.0,0.0,45.0,39,0
7600,25.0,4,112847.0,11,9.0,2,14,3,3,1,0.0,0.0,40.0,39,1
7601,50.0,4,110748.0,15,10.0,4,10,1,4,1,0.0,0.0,40.0,39,1
7602,61.0,5,156653.0,11,9.0,0,12,1,4,1,0.0,0.0,55.0,39,1
7603,35.0,4,196491.0,9,13.0,4,12,1,4,1,0.0,0.0,50.0,39,1
7604,65.0,2,254413.0,15,10.0,0,4,1,4,0,0.0,0.0,40.0,39,1
7605,56.0,4,91262.0,11,9.0,2,14,0,1,1,0.0,0.0,45.0,39,1
7606,43.0,6,154785.0,9,13.0,2,7,5,1,0,0.0,0.0,80.0,37,1
7607,55.0,4,84231.0,11,9.0,2,14,0,4,1,0.0,0.0,50.0,39,1
7608,22.0,4,226327.0,15,10.0,4,1,3,4,0,0.0,0.0,40.0,39,1
7609,40.0,4,248406.0,15,10.0,0,7,3,4,1,0.0,0.0,32.0,39,1
7610,35.0,4,54317.0,11,9.0,2,5,0,4,1,0.0,1672.0,50.0,39,1
7611,22.0,0,32732.0,15,10.0,4,0,3,4,1,0.0,0.0,50.0,39,1
7612,20.0,4,95918.0,6,5.0,2,7,0,4,1,0.0,0.0,40.0,39,1
7613,46.0,2,375675.0,2,8.0,2,8,0,4,1,0.0,0.0,35.0,39,0
7614,43.0,4,244172.0,11,9.0,5,14,4,4,1,0.0,0.0,40.0,26,1
7615,46.0,1,233555.0,11,9.0,0,1,4,2,0,0.0,0.0,40.0,0,1
7616,39.0,4,326342.0,1,7.0,2,8,0,2,1,2635.0,0.0,37.0,39,1
7617,34.0,4,77271.0,11,9.0,4,4,4,4,0,0.0,0.0,20.0,9,1
7618,35.0,4,33397.0,11,9.0,0,8,1,4,0,0.0,0.0,35.0,39,1
7619,30.0,4,446358.0,11,9.0,4,1,4,4,1,0.0,0.0,41.0,39,1
7620,25.0,4,151810.0,11,9.0,4,7,1,2,1,0.0,0.0,28.0,39,1
7621,44.0,4,125461.0,12,14.0,2,4,0,4,1,0.0,0.0,35.0,39,0
7622,35.0,4,133906.0,11,9.0,0,1,4,4,0,0.0,0.0,40.0,39,1
7623,41.0,4,155106.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,39,1
7624,43.0,1,203637.0,9,13.0,2,1,0,4,1,7298.0,0.0,40.0,39,0
7625,32.0,4,232766.0,15,10.0,4,1,1,4,0,0.0,0.0,40.0,39,1
7626,50.0,4,305319.0,5,4.0,2,3,0,4,1,0.0,0.0,40.0,39,1
7627,20.0,4,121023.0,15,10.0,4,1,3,4,0,0.0,0.0,15.0,39,1
7628,29.0,4,198997.0,11,9.0,2,1,5,4,0,0.0,0.0,20.0,39,1
7629,38.0,4,167140.0,14,15.0,2,10,0,4,1,99999.0,0.0,70.0,39,0
7630,20.0,4,38772.0,0,6.0,4,6,4,4,1,0.0,0.0,50.0,39,1
7631,41.0,4,253759.0,11,9.0,4,12,4,2,0,0.0,0.0,40.0,39,1
7632,27.0,4,130067.0,15,10.0,4,4,1,4,0,0.0,0.0,65.0,39,1
7633,37.0,4,203828.0,6,5.0,2,3,0,4,1,0.0,0.0,40.0,39,1
7634,62.0,7,221558.0,12,14.0,5,10,4,4,0,0.0,0.0,24.0,0,1
7635,31.0,4,156464.0,0,6.0,0,8,1,4,1,0.0,0.0,40.0,39,1
7636,49.0,4,72333.0,15,10.0,0,1,1,1,0,0.0,0.0,40.0,39,1
7637,33.0,2,83671.0,9,13.0,4,10,1,2,0,0.0,0.0,50.0,39,1
7638,31.0,4,339482.0,11,9.0,2,3,0,4,1,0.0,1848.0,40.0,39,0
7639,19.0,4,91928.0,15,10.0,4,8,2,4,0,0.0,0.0,35.0,39,1
7640,44.0,4,99203.0,5,4.0,2,7,0,4,1,0.0,0.0,40.0,39,1
7641,31.0,5,455995.0,15,10.0,4,4,1,4,1,0.0,0.0,65.0,39,0
7642,62.0,4,192515.0,11,9.0,6,5,4,4,0,0.0,0.0,40.0,39,1
7643,65.0,6,111483.0,15,10.0,2,4,0,4,1,0.0,2174.0,10.0,39,0
7644,17.0,4,221129.0,6,5.0,2,8,0,4,1,0.0,0.0,40.0,39,1
7645,60.0,4,85413.0,11,9.0,2,14,0,4,1,0.0,0.0,44.0,39,0
7646,31.0,4,196125.0,1,7.0,2,3,0,4,1,0.0,0.0,40.0,39,1
7647,29.0,4,265638.0,15,10.0,4,8,4,2,0,0.0,0.0,40.0,39,1
7648,53.0,4,177727.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,39,0
7649,44.0,4,205822.0,15,10.0,2,12,0,4,1,0.0,0.0,40.0,39,0
7650,43.0,4,112607.0,1,7.0,2,12,0,4,1,0.0,0.0,60.0,39,1
7651,40.0,1,177595.0,15,10.0,2,3,0,4,1,0.0,1579.0,40.0,39,1
7652,18.0,4,183315.0,1,7.0,4,12,3,2,0,0.0,0.0,10.0,39,1
7653,47.0,4,116279.0,11,9.0,0,3,4,4,0,0.0,0.0,43.0,39,1
7654,38.0,1,122493.0,9,13.0,2,10,0,4,1,4064.0,0.0,40.0,39,1
7655,37.0,4,215419.0,7,12.0,2,8,5,4,0,0.0,0.0,25.0,39,1
7656,40.0,4,310101.0,15,10.0,5,12,1,0,0,0.0,0.0,40.0,39,1
7657,57.0,5,61885.0,11,9.0,2,10,0,2,1,0.0,0.0,60.0,39,0
7658,43.0,4,59107.0,11,9.0,5,8,1,4,0,4101.0,0.0,40.0,39,1
7659,32.0,4,227214.0,9,13.0,2,10,0,3,1,0.0,0.0,40.0,7,1
7660,64.0,4,239450.0,15,10.0,2,12,0,4,1,0.0,0.0,40.0,39,1
7661,18.0,4,118847.0,2,8.0,4,12,3,4,0,0.0,0.0,20.0,39,1
7662,40.0,6,95226.0,9,13.0,4,4,1,4,1,0.0,0.0,50.0,39,1
7663,17.0,0,659273.0,1,7.0,4,0,3,2,0,0.0,0.0,40.0,38,1
7664,23.0,4,215395.0,11,9.0,4,7,1,4,1,0.0,0.0,40.0,39,1
7665,45.0,4,170600.0,8,11.0,0,1,4,2,0,0.0,0.0,40.0,39,1
7666,45.0,6,91044.0,12,14.0,0,10,1,4,0,0.0,0.0,15.0,39,1
7667,27.0,4,318639.0,0,6.0,4,8,1,4,1,0.0,0.0,60.0,26,1
7668,23.0,4,160398.0,15,10.0,3,6,4,4,1,0.0,0.0,40.0,39,1
7669,58.0,6,216824.0,11,9.0,2,5,0,1,1,0.0,0.0,30.0,39,1
7670,35.0,4,308945.0,11,9.0,0,13,4,4,0,0.0,0.0,75.0,39,1
7671,47.0,4,30840.0,12,14.0,0,10,1,4,1,0.0,0.0,40.0,39,0
7672,33.0,4,99309.0,11,9.0,2,4,0,4,1,0.0,0.0,50.0,39,1
7673,27.0,4,188576.0,9,13.0,5,10,1,1,1,0.0,0.0,40.0,30,0
7674,46.0,4,83064.0,7,12.0,2,7,0,4,1,0.0,0.0,40.0,39,0
7675,24.0,4,403865.0,15,10.0,2,3,0,4,1,0.0,0.0,56.0,39,1
7676,40.0,4,235786.0,15,10.0,2,3,0,4,1,0.0,0.0,44.0,39,0
7677,44.0,4,191893.0,11,9.0,4,8,3,4,0,0.0,0.0,24.0,39,1
7678,31.0,2,149184.0,9,13.0,2,11,0,4,1,0.0,0.0,97.0,39,0
7679,37.0,4,152909.0,8,11.0,2,1,0,4,1,7688.0,0.0,40.0,39,0
7680,23.0,4,435604.0,8,11.0,5,4,3,4,0,0.0,0.0,40.0,39,1
7681,30.0,5,109282.0,9,13.0,2,12,0,4,1,0.0,0.0,52.0,39,0
7682,31.0,4,248178.0,15,10.0,2,8,0,2,1,0.0,0.0,35.0,39,1
7683,24.0,0,112683.0,11,9.0,4,0,1,4,0,0.0,0.0,32.0,39,1
7684,32.0,4,209103.0,15,10.0,2,4,0,4,1,3464.0,0.0,40.0,39,1
7685,27.0,4,183639.0,11,9.0,4,14,3,4,1,0.0,0.0,40.0,39,1
7686,35.0,2,107233.0,11,9.0,4,1,4,0,1,0.0,0.0,55.0,39,1
7687,27.0,4,175387.0,9,13.0,4,4,1,4,1,0.0,1876.0,40.0,39,1
7688,30.0,6,178255.0,9,13.0,2,12,0,4,1,0.0,0.0,70.0,0,1
7689,33.0,6,38223.0,11,9.0,4,5,3,4,1,0.0,0.0,70.0,39,1
7690,34.0,4,228873.0,10,16.0,2,10,0,4,1,0.0,0.0,45.0,39,0
7691,29.0,4,202182.0,15,10.0,2,3,0,4,1,0.0,0.0,50.0,39,1
7692,26.0,2,425092.0,12,14.0,4,10,1,4,0,2174.0,0.0,40.0,39,1
7693,39.0,6,152587.0,11,9.0,4,3,3,4,1,0.0,0.0,40.0,39,1
7694,37.0,5,39089.0,15,10.0,2,4,0,4,1,3103.0,0.0,50.0,39,0
7695,51.0,4,204304.0,15,10.0,0,4,1,4,0,0.0,0.0,50.0,39,0
7696,40.0,4,116103.0,15,10.0,5,3,4,4,1,4934.0,0.0,47.0,39,0
7697,53.0,4,290640.0,5,4.0,2,3,0,1,1,0.0,0.0,40.0,40,1
7698,58.0,1,81973.0,15,10.0,2,13,0,1,1,0.0,1485.0,40.0,39,0
7699,29.0,4,134890.0,9,13.0,2,13,0,4,1,0.0,0.0,40.0,39,0
7700,33.0,4,452924.0,11,9.0,2,7,0,3,1,0.0,0.0,40.0,26,1
7701,57.0,4,245193.0,12,14.0,2,4,0,4,1,0.0,0.0,60.0,39,0
7702,69.0,7,34339.0,11,9.0,2,11,0,4,1,0.0,0.0,40.0,39,1
7703,20.0,4,184756.0,15,10.0,4,1,3,4,0,0.0,0.0,12.0,39,1
7704,56.0,4,392160.0,11,9.0,6,12,4,4,0,0.0,0.0,25.0,26,1
7705,49.0,4,168337.0,4,3.0,2,3,0,4,1,0.0,0.0,40.0,39,1
7706,34.0,4,309513.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,39,1
7707,70.0,4,77219.0,11,9.0,2,3,0,4,1,0.0,0.0,37.0,39,1
7708,44.0,4,212888.0,9,13.0,0,4,4,4,0,0.0,0.0,45.0,39,1
7709,37.0,4,361888.0,9,13.0,4,10,1,4,1,10520.0,0.0,40.0,39,0
7710,58.0,2,237879.0,9,13.0,2,10,0,4,1,0.0,0.0,58.0,39,1
7711,42.0,6,93099.0,15,10.0,2,10,3,4,0,0.0,0.0,25.0,39,1
7712,41.0,4,225193.0,11,9.0,2,12,0,4,1,0.0,0.0,40.0,39,1
7713,28.0,4,50814.0,11,9.0,4,1,1,4,0,0.0,0.0,40.0,39,1
7714,47.0,2,123681.0,12,14.0,2,10,0,4,1,7688.0,0.0,60.0,39,0
7715,24.0,4,249351.0,11,9.0,2,7,5,4,0,0.0,0.0,40.0,39,1
7716,58.0,6,222311.0,11,9.0,2,8,0,4,1,7688.0,0.0,55.0,39,0
7717,18.0,4,301762.0,11,9.0,4,1,3,4,0,0.0,0.0,25.0,39,1
7718,50.0,4,195298.0,15,10.0,2,4,0,4,1,0.0,0.0,50.0,39,0
7719,69.0,4,541737.0,15,10.0,6,1,1,4,0,2050.0,0.0,24.0,39,1
7720,84.0,4,241065.0,12,14.0,4,10,1,4,1,0.0,0.0,66.0,39,1
7721,47.0,4,129513.0,9,13.0,2,4,0,4,1,0.0,0.0,60.0,39,0
7722,19.0,4,374262.0,2,8.0,4,6,3,4,1,0.0,0.0,20.0,39,1
7723,24.0,4,382146.0,15,10.0,4,10,1,2,1,0.0,0.0,40.0,39,1
7724,48.0,0,185291.0,9,13.0,2,0,0,4,1,0.0,0.0,6.0,39,1
7725,53.0,4,30447.0,11,9.0,0,7,1,4,1,0.0,0.0,50.0,39,1
7726,58.0,4,49893.0,15,10.0,2,12,0,4,1,0.0,0.0,45.0,39,1
7727,22.0,4,197387.0,15,10.0,4,6,2,4,1,0.0,0.0,24.0,26,1
7728,36.0,6,111957.0,15,10.0,2,4,0,4,1,0.0,0.0,52.0,39,1
7729,34.0,4,340458.0,2,8.0,4,1,4,4,0,0.0,0.0,40.0,39,1
7730,43.0,4,185670.0,3,2.0,6,10,4,4,0,0.0,0.0,21.0,26,1
7731,37.0,4,210945.0,11,9.0,2,6,0,4,1,0.0,0.0,24.0,39,1
7732,43.0,4,350661.0,14,15.0,5,13,1,4,1,0.0,0.0,50.0,4,0
7733,42.0,4,190543.0,15,10.0,2,13,5,4,0,0.0,0.0,40.0,39,0
7734,21.0,4,70261.0,15,10.0,4,8,3,4,1,0.0,0.0,30.0,39,1
7735,49.0,6,179048.0,11,9.0,2,12,0,4,1,0.0,0.0,60.0,12,1
7736,35.0,4,242094.0,11,9.0,2,8,2,2,1,0.0,0.0,40.0,39,1
7737,49.0,6,117634.0,15,10.0,6,3,4,4,0,0.0,0.0,30.0,39,1
7738,28.0,4,82531.0,15,10.0,4,8,1,2,1,0.0,0.0,40.0,39,1
7739,51.0,4,193374.0,3,2.0,2,3,0,4,1,0.0,0.0,40.0,26,1
7740,30.0,0,186420.0,9,13.0,4,0,1,4,0,0.0,0.0,40.0,39,1
7741,19.0,4,323605.0,5,4.0,4,8,1,4,1,0.0,0.0,60.0,39,0
7742,56.0,4,371064.0,6,5.0,2,8,0,4,1,0.0,0.0,40.0,39,1
7743,20.0,4,39927.0,11,9.0,4,8,1,4,1,0.0,0.0,8.0,39,1
7744,22.0,4,64292.0,15,10.0,4,1,3,4,0,0.0,0.0,37.0,39,1
7745,33.0,4,198660.0,11,9.0,2,7,0,4,1,99999.0,0.0,56.0,39,0
7746,54.0,0,196975.0,11,9.0,0,0,2,4,1,0.0,0.0,45.0,39,1
7747,22.0,4,210165.0,15,10.0,4,3,1,4,1,0.0,0.0,50.0,39,1
7748,68.0,4,144137.0,15,10.0,0,9,2,4,0,0.0,0.0,30.0,39,1
7749,56.0,2,155657.0,9,13.0,0,4,4,4,0,0.0,0.0,40.0,39,1
7750,23.0,0,72953.0,11,9.0,4,0,1,4,1,0.0,0.0,40.0,39,1
7751,69.0,6,107548.0,6,5.0,2,1,0,4,1,0.0,0.0,40.0,39,1
